Job Title,Company,Location,No. of Openings,Job Level,Salary,Experience,Job URL,Job Description
Receptionist,S. Sankalpa Shipping Services,"Kathmandu, Nepal",[ 1 ],Mid Level,Not Disclosed,Less than or equal to 1 year,https://merojob.com/receptionist-2094/,"Greet and assist visitors in a professional manner.Handle incoming calls, emails, and inquiries.Maintain front desk operations and ensure a welcoming environment.Manage appointments and schedule meetings.Assist with basic administrative tasks as required."
Associate Officer - IT,Kathford College of Engineering and Management,"Balkumari, Lalitpur",[ 1 ],Mid Level,Not Disclosed,More than 3 years,https://merojob.com/associate-officer-it/,"Prepare IT department’s plan and supervise the implementation of plan.Provide technical support including Hardware, software and Network for Staffs and Computer Labs across college.Install and configure computer hardware operating systems and applications.Monitor and maintain computer systems and networks. Support to setup of systems or fix systems-related issues.  Device continuous monitoring of IT systems and make periodic maintenance and upgrade plans.Troubleshoot system and network problems, diagnose and solve hardware or software and replace parts as required. Provide support, including procedural documentation and relevant reports.Support the roll-out of new applications as per the need.Conduct electrical safety checks on computers and equipment. Work with vendors to obtain pricing and parts, and perform quality checks of delivered equipment.Maintain inventory of computers and equipment, maintain the warranty, service, and repair record.Maintain the organization’s email system(s)."
Client Service Executive (Night…,B. And B. Soft Tech Kathmandu,Remote,[ 30 ],Entry Level,"NRs. 30,000 Monthly",More than or equal to 1 year,https://merojob.com/client-service-executive-night-shift-29/,"Process applications on behalf of the clients from submission to settlement for our clients in the USACommunicate with other organizations on behalf of the clientProvide excellent customer serviceEnter data with high accuracy, keeping attention to the details dailyMaintain constant communication with supervisorTake additional responsibilities as and when required."
Marketing Intern,S. Sankalpa Shipping Services,"Kathmandu, Nepal",[ 2 ],Entry Level,Not Disclosed,Not Required,https://merojob.com/marketing-intern-85/,Assist in developing and implementing marketing strategies.Conduct market research and analyze trends.Support social media management and content creation.Assist in organizing promotional campaigns and events.Coordinate with the marketing team for day-to-day activities.Prepare reports and presentations on marketing performance.
Program Officer - Alumni And Pu…,Women LEAD Nepal,"Bakhundole, Lalitpur",Not found,Not found,Not found,Not found,https://merojob.com/program-officer-alumni-and-public-engagement/,Not found
Civil Engineer,Realpath Engineering Consultancy,"Gwarko, Kathmandu",[ 1 ],Entry Level,"NRs. 20,000 - 30,000 Monthly",More than or equal to 1 year,https://merojob.com/civil-engineer-699/,"Assist in the planning, design, and execution of Transportation Engineering projectsUtilize ArcGIS and Civil 3D for data analysis and project developmentConduct site visits, surveys, and feasibility studiesPrepare technical reports and drawingsCollaborate with multidisciplinary teams to ensure project success"
Secondary Level Mathematics Tea…,Babylon National School,"Kathmandu, Nepal",[ 2 ],Mid Level,Not Disclosed,More than 2 years,https://merojob.com/secondary-level-mathematics-teacher-17/,"Teach Optional and Compulsory Mathematics to secondary-level students.Develop structured lesson plans aligned with the school curriculum.Create an engaging and student-centered learning environment.Assess and evaluate students through assignments, tests, and exams.Provide academic support to students, including extra classes if needed.Maintain discipline and classroom management as per school guidelines.Collaborate with other teachers for curriculum development and school events.Communicate effectively with parents regarding student progress and performance."
Pre-school Coordinator,Gyan Sanskar International School,Samakhusi Chowk,[ 1 ],Mid Level,Not Disclosed,More than or equal to 2 years,https://merojob.com/pre-school-coordinator-18/,"Plans, organizes and implements the progressive learning curriculum program aligning with organizational mission and visionReview, update, and insure implementation of the curriculum in classrooms to meet required
standards and the individual needs of preschool childrenProvide guidance to teachers and staffs in building skills and competenceEnsure proper implementation of school calendar, daily routine and other day-day-activitiesMonitor and track student progressMaintain relationships with parents and legal guardians of students in order to keep them informed of their child’s progressCollaborate with other teachers in order to share best practices and provide meaningful feedback regularly"
Primary Level Math/Science Teac…,Babylon National School,"Kathmandu, Nepal",[ 3 ],Mid Level,Not Disclosed,More than 1 year,https://merojob.com/primary-level-mathscience-teacher/,"Teach Mathematics and Science to primary-level students in an engaging and interactive manner.Develop lesson plans, instructional materials, and activities that meet the school curriculum.Foster a positive and inclusive learning environment for students.Assess and evaluate students’ progress through assignments, tests, and exams.Encourage student participation and critical thinking in the classroom.Maintain discipline and classroom management following school guidelines.Collaborate with fellow teachers and school staff for curriculum development and extracurricular activities.Communicate effectively with parents and guardians regarding students' progress and concerns."
Primary Level Nepali Teacher,Babylon National School,"Kathmandu, Nepal",[ 1 ],Mid Level,Not Disclosed,More than or equal to 2 years,https://merojob.com/primary-level-nepali-teacher-12/,"Responsible for teaching Nepali subject to primary level studentsMotivate students with enthusiastic, imaginative presentationMaintain discipline in the classroomOrganizing the classroom and learning resources to create a positive learning environmentCommunicates effectively, both orally and in writing, with students, parents, and other professionals on a regular basisKeeping up to date with changes and developments in the structure of the curriculumTaking responsibility for the progress of a classTo ensure that all lessons are planned with clear aims and objectivesPerform other duties as assigned"
Grade Teacher,Babylon National School,"Kathmandu, Nepal",[ 1 ],Mid Level,Not Disclosed,More than 1 year,https://merojob.com/grade-teacher-218/,"Teach and mentor students at the assigned grade level.Develop and implement lesson plans based on the school curriculum.Create an engaging and interactive learning environment.Assess and evaluate students’ academic performance and progress.Maintain discipline and a positive classroom atmosphere.Communicate with parents and guardians regarding students’ progress.Participate in school meetings, training, and extracurricular activities."
Lower Secondary Computer Teacher,Babylon National School,"Kathmandu, Nepal",[ 1 ],Mid Level,Not Disclosed,More than or equal to 2 years,https://merojob.com/computer-teacher-139/,Candidates should teach computer to different gradesPrepare activity based lesson plans and execute accordingly in the classPrepare question papers and submit it to in chargeEquip the students with full knowledge of practical implementation of computer in daily lives Design and develop appropriate computer instructional materialManage and monitor student behaviorDevelop and implement lesson plans and classroom activities inconsistent with the student management issuesCreate lesson plans that are appropriate for the age and abilities of the students in the class
Middle School English Teacher,Brihaspati Vidyasadan,"Naxal, Kathmandu",[ 1 ],Mid Level,Not Disclosed,More than 2 years,https://merojob.com/middle-school-english-teacher-9/,"Including thematic/integrated approaches to organizing teaching-learning activities while fostering creativity while learning.Using art, research, extra reading and a variety of activities into lesson delivery as much as possible.Following up on a variety of learning activities with adequate planning that includes assessment strategies.Encouraging the curiosity and participation of students in all teaching-learning activities.Demonstrating a strong command over the subject matter and its relevance to real life situations. Recording students’ behaviors/skills/strengths/ weaknesses through thorough documentation. Initiating interaction with students – developing a positive relationship with students without appearing biased to anyone while providing accurate, timely, and specific feedback to all.Conducting continuous assessments and preparing standard report cards/observation reports to share with parents.Actively communicating with parents on the progress of their child along with any challenges/achievements they may have experienced."
Front Desk Officer,SK Ventures,Kathmandu,[ 1 ],Mid Level,"NRs. 20,000 - 25,000 Monthly",Equal to 2 years,https://merojob.com/front-desk-officer-1316/,Answer and direct phone calls in a polite and friendly mannerTake messages and communicate to appropriate employees.Greet visitors and escort them to the appropriate office or person as required.Respond to visitor’s questions professionally and courteously.Maintain reception area and all common areas in a clean and tidy manner.Inspecting daily cleaning checklist and ensuring to make it done.Take inventory of stationery supplies and restock as needed.Provide basic and accurate information in-person and via phone/email.Ensure all customer interactions are conducted with a high level of professionalism and service orientation.
Vice Principal,Sathya Sai Shiksha Sadan,"Tokha, Kathmandu",[ 1 ],Senior Level,"NRs. 60,000 - 70,000 Monthly",More than or equal to 5 years,https://merojob.com/vice-principal-119/,"Support the Principal in supervising and coordinating the academic, administrative and co-curricular activities of the school. Oversee curriculum development and design, ensuring alignment with current educational standards.Supervise and mentor teachers, providing support and guidance to enhance their teaching methods and classroom management.Collaborate with the school's administrative team to ensure efficient and effective operations.Plan and coordinate various school events and programs, such as parent-teacher conferences and extracurricular activities.Review and analyze student data to identify areas for improvement and implement necessary interventions.Serve as a liaison between the school, parents, and the community to maintain open communication and foster positive relationships.Conduct regular staff evaluations and provide feedback for continuous growth and improvement.Assist in the recruitment and hiring process for new teachers and staff members.Handle disciplinary issues and provide guidance to students in alignment with the school's policies and values."
Grade Teacher,Sathya Sai Shiksha Sadan,"Tokha, Kathmandu",[ 1 ],Mid Level,"NRs. 25,000 - 35,000 Monthly",More than or equal to 2 years,https://merojob.com/grade-teacher-217/,"Responsible for teaching students in Primary level (Grades 1-3) according to the curriculum guidelines.Plan, prepare and deliver well-structured lessons that engage and motivate students.Implement a variety of teaching methods to accommodate different learning styles and abilities.Use an integrated thematic pedagogy approach to create a dynamic and interactive learning environment.Assess and evaluate student progress through regular assignments, quizzes, and tests.Provide timely feedback to students and parents on academic performance.Collaborate with other teachers and staff to develop and implement school-wide initiatives.Monitor and track student attendance, behavior, and academic progress.Create a positive classroom culture and promote good behavior and discipline.Participate in school events, meetings, and professional development sessions."
Assistant Manager - Finance / A…,Avinash Group,"Chitwan

                                    ,
                                
                                    Kathmandu

                                    ,
                                
                                    Sunsari (Laukahi)",[ 4 ],Senior Level,Not Disclosed,More than or equal to 2 years,https://merojob.com/senior-accountant-503/,"Assist in preparing financial statements, including balance sheets, profit and loss accounts, and cash flow statements.Perform monthly and quarterly financial reconciliationsSupport in the preparation of tax returns and compliance with tax regulationsAssist in audits including reviewing internal controls and processesAnalyze financial data and prepare reports to help in decision makingLiaise with stakeholders, clients and assist in providing financial advice.Manage accounts payable and receivable processes.Assist in preparation of Management reports and budgets.Coordinate with tax, auditors and bank authorities as & when necessary."
Receptionist / Messenger,Modern Cleaning and Servicing,"Uttar Sadak, Balkumari-9, Lalitpur",[ 1 ],Mid Level,Not Disclosed,More than 2 years,https://merojob.com/receptionistmessenger/,"Greet and welcome visitors, clients, and employees in a professional manner.Answer, screen, and forward incoming phone calls and emails.Maintain a tidy and presentable reception area.Schedule appointments, meetings, and conference room bookings.Handle inquiries and provide basic information about the company’s services.Assist in administrative tasks such as data entry, filing, and correspondence.Receive and distribute incoming mail and packages."
Documentation Officers,HRN Group & Management Company,"Bishalnagar

                                    ,
                                
                                    Dhumbarahi

                                    ,
                                
                                    Hadigaun Marga",[ 2 ],Mid Level,"NRs. 25,000 - 30,000 Monthly",More than or equal to 1 year,https://merojob.com/documentation-officers-2/,"Ensure compliance with Japanese regulations for documentation and travel.Prepare, verify, and submit official paperwork.Coordinate with clients, vendors, and internal teams.Provide administrative support (filing, scanning, record-keeping).Communicate with Japanese authorities and consular offices.Maintain document security and confidentiality.Be flexible for travel as needed.Stay updated on regulation changes.Manage documentation for travel, visas, and permits."
Assistant / Customer Service Of…,Amravati,Kathmandu,[ 4 ],Entry Level,Not Disclosed,Not Required,https://merojob.com/assistant-customer-service-officer/,Assistant / Customer Service Officer – AirportAssistant / Customer Service Officer – Air Cargo
Interns,Amravati,"Kathmandu, Nepal",[ 3 ],Entry Level,Not Disclosed,Not Required,https://merojob.com/paid-internship-18/,"Location: Kathmandu, Nepal (with the possibility of transfer as required)Internship Duration: 2 years (Paid)Education: Minimum 12th grade pass (any discipline)Experience: No prior experience required"
Documentation Officer,Skyways Bureau Services,"Kathmandu, Nepal",[ 5 ],Mid Level,"NRs. 17,500 - 30,000 Monthly",More than or equal to 1 year,https://merojob.com/documentation-officer-368/,"Manage and organize company documents, records, and files systematically.Maintain an up-to-date document control system to ensure easy retrieval of information.Handle document classification, storage, and security to protect sensitive information.Ensure compliance with company policies and regulatory requirements for document management.Review and verify the accuracy of documents before processing and filing.Coordinate with different departments to collect, store, and distribute essential records.Assist in preparing reports, presentations, and official documentation.Monitor document expiration dates and ensure timely renewal of legal and contractual documents.Support internal and external audits by providing necessary records and documentation.Perform other administrative duties as assigned."
Computer Science Teacher,Sathya Sai Shiksha Sadan,"Tokha-3, Kathmandu",[ 1 ],Mid Level,"NRs. 25,000 - 35,000 Monthly",More than or equal to 2 years,https://merojob.com/computer-science-teacher-47/,"Develop and implement lesson plans and instructional materials for basic and secondary level studentsTeach computer science concepts and skills, such as programming languages, coding, and algorithms, to studentsIncorporate real-world examples and case studies to illustrate and enhance learning Use a variety of teaching techniques and strategies to engage and motivate students Assess students' progress and provide feedback to help them improve their skills Provide extra help and support to struggling students as needed Collaborate with other subject teachers to integrate computer science concepts into other subject areas Participate in professional development opportunities to stay updated with new technologies and teaching methods Maintain accurate records of students' attendance, grades, and progress Communicate with parents and guardians regularly to discuss their child's progress"
Project Coordinator,Jade Infra,Head Office with frequent project site visits,[ 1 ],Senior Level,Not Disclosed,More than 4 years,https://merojob.com/technical-coordinator-38/,"Provide Technical Support and assistance to Site TeamScheduling meetings, managing documents, and preparing reports for the project manager and stakeholders.Liaison between the project team, stakeholders, and management, ensuring everyone is informed and on the same page.Assist in creating and maintaining project plans, schedules, and budgets, and track progress against milestones.Resource allocation, ensuring the right people and resources are available when needed.They identify potential problems and risks, and work with the project manager to find solutions.They maintain detailed records of project activities, decisions, and progress. Project Scheduling, Planning, Reporting"
Sales Executive,Sugam Group,Bhairahawa,[ 1 ],Entry Level,"NRs. 20,000 - 30,000 Monthly",More than 1 year,https://merojob.com/sales-executive-1171/,"Generating business leads from the cold call, existing database, through references, existing clients, etc, identify potential prospects and contact them for meetings clients promoting company’s express / FTL/LTL transportation business in the assigned portfolio and geography. Develop and implement strategic sales plans to achieve company objectivesIdentify and pursue new business opportunities through market research and networkingBuild and maintain strong relationships with clients and partnersMonitor and analyze sales data to identify trends and opportunities for improvementTrain and mentor sales team members to ensure high performance and productivityCollaborate with other departments to ensure a cohesive and effective sales strategyPrepare and present sales reports and forecasts to senior managementParticipate in industry events and conferences to represent the company and promote our products/servicesStay updated on industry trends and competitors' activities to inform sales strategiesMeet and exceed sales targets and KPIs set by the company"
Sales Girl,Bonjour Cosmetics and Fragrances Nepal,"Durbarmarg, Kathmandu",[ 1 ],Mid Level,"NRs. 20,000 - 22,000 Monthly",More than 1 year,https://merojob.com/sales-supervisor-73/,"Greet and assist customers in a friendly and professional manner.Provide expert advice on skincare, makeup, and beauty products.Demonstrate product usage and recommend suitable cosmetics based on customer needs.Maintain store cleanliness, organize product displays, and ensure stock is well-arranged.Achieve sales targets and promote new arrivals or special offers.Handle customer inquiries and complaints efficiently.Process sales transactions and manage cash or digital payments."
Content Writer,LOGICRA Innovations,Remote,[ 5 ],Entry Level,"NRs. 18,500 - 22,000 Monthly",More than or equal to 1 year,https://merojob.com/content-writer-607/,"Content Creation: Develop clear, engaging, and informative content across various formats, such as articles, reports, and presentations.Research: Conduct in-depth research on assigned topics to ensure content accuracy and relevance.Customization: Adapt content to meet specific guidelines or requirements, ensuring it aligns with the intended audience.Proofreading and Editing: Review and refine content to correct grammatical errors, typos, and formatting issues, while ensuring it meets quality standards.Deadline Management: Organize and prioritize tasks to meet deadlines and deliver completed work on time.Client Communication: Interact with clients to understand their needs, provide updates, and address any inquiries or feedback.SEO Optimization: Optimize content for search engines to enhance visibility and engagement, if relevant to the project.Plagiarism Check: Ensure that content is original and adheres to standards of originality and integrity.Formatting: Follow specified formatting guidelines, including citation styles and layout preferences.Feedback Incorporation: Revise content based on feedback to improve quality and effectiveness.Confidentiality: Handle sensitive information with discretion and maintain client confidentiality.Collaborate with marketing and design teams to develop content strategies and align content with brand messaging and goals.Stay updated on industry trends and best practices in content writing, SEO, and digital marketing to continually improve content strategies and execution.Monitor and analyze content performance using analytics tools and make data-driven recommendations for optimization."
Semi Qualified Chartered Accoun…,Niraj Shrestha & Associates,Lalitpur,[ 1 ],Mid Level,Not Disclosed,More than 1 year,https://merojob.com/semi-qualified-chartered-accountants-3/,"Managing auditing/consulting projects, assigning staff to clients and overseeing projects to completion, complying with policies, procedures and standards at all times.Managing a team in the auditing/consulting division.Writing and presenting reports.Assisting in the assessment and management of business and risk.Measuring all financial operations including financial statements, expenses, and requests.Suggesting improvement of audits, including but not limited to automated auditing and control self assessments.Ensure completion of audits on time. Analyze financial data, records, reports and statementsMaintain and update financial databases including audit findings. Coordinate with the management to take necessary action on audit findings."
Credit Associate,Stellar Staffing,Kathmandu,[ 10 ],Mid Level,"NRs. 55,000 Monthly",More than 1 year,https://merojob.com/credit-associate-3/,Festival bonus: Enjoy a one-month gross salary equivalent as a bonus (conditions apply).Monthly MVP recognition: Shine in your role and be rewarded for your outstanding contributions.Referral bonus: You can earn a referral bonus by recommending an experienced friend or colleague (conditions apply).
Front Desk Officer,Ultrabyte,Maitidevi,[ 1 ],Mid Level,"NRs. 21,000 - 30,000 Monthly",More than 1 year,https://merojob.com/front-desk-officer-1317/,"Greet and welcome guests as soon as they arrive at the office. Receive and answer telephone calls, take messages and forward them to the concerned members accurately.Pleasing personality with a positive attitude.Fluent in both English and Nepali Language (Spoken & Written).Good presentation skills.Ability to make the report, log, record, and tracking.Capable of handling general and corporate customers.Knowledge of IT terms and terminology with services.Knowledge of Finance, Account, Book Keeping, VAT & TAX.Update calendars and schedule meetingsKeep updated records of office expenses, sales, and costs.Multitasking and time-management skills, with the ability to prioritize tasks.Customer service attitude"
Plant Manager,Sanima Hydro,"Project site, Ramechhap, with occasional visit to head offi…",[ 1 ],Senior Level,Not Disclosed,More than or equal to 7 years,https://merojob.com/plant-manager-35/,"Responsible for the comprehensive planning, organization, coordination, supervision, and oversight of all O&M activities at the Hydropower Plant to ensure continuous and reliable power generationEnsure the operation of the power plant, including headworks, waterways, switchyards, transmission lines, and interconnecting substations, in compliance with established procedures, safety requirements, and standardsOversee the operations, maintenance, and repair of hydroelectric power facilities, directing shift operators as neededPlanning, scheduling, and ensuring the timely execution of preventive and corrective maintenance for the power plantActive coordination with Government offices based on requirementMaintain records of hydropower facility operations, maintenance, and repairs in accordance with NEA-approved plant operating proceduresDevelop or review monthly energy declarations, annual schedule outage plans, PPA, Connection Agreements, Operation & Maintenance Manual, and other engineering documents related to the power plantCommunication and Coordination with the Head office teamIdentify and communicate power system emergencies"
Loan Processing Associate,Alaya,Lalitpur,[ 5 ],Entry Level,"NRs. 30,000 Monthly",Less than 1 year,https://merojob.com/loan-processing-associate-35/,"A Master's degree preferred (either running or completed) ideally with a finance background or ACCA Affiliates (13 papers completed)At least 6 months of internship or work experience, preferably in a related field.Excellent Communication Skills: Strong written and verbal skills to engage effectively with clients and colleagues.Attention to Detail: A sharp eye for accuracy when managing documentation and processes.Tech Savvy: Basic proficiency in Microsoft Office tools (Excel, Word) and the ability to quickly adapt to new software.Mindset: You are accountable, agile, and eager to grow within a supportive and collaborative team."
Montessori Teacher,Daffodil School,Kapan,[ 1 ],Entry Level,"NRs. 50,000 Monthly",More than or equal to 1 year,https://merojob.com/montessori-teacher-66/,"Observing, guiding, supervising, and assessing children while they learn in the classroom environmentDeveloping lesson plans, independent learning exercises, curricula, and methods that cater to the needs of the individual childCreating and maintaining a safe, clean, stimulating classroom where all children feel safe and valuedEstablishing rapport and building relationships with students based on trustSetting an excellent example for students and instilling good values in them like honesty, accountability, understanding, tolerance, respect, love, and kindnessMonitoring and assessing student progress and writing up reportsEnsuring classroom supplies and equipment are available and in working conditionUpdating records on the school database and handling various other administrative tasksParticipating in school activities and accompanying students on field tripsInterviewing and assisting with the training of all new teachers"
Mandarin Teacher,Daffodil School,Kapan,[ 1 ],Mid Level,Not Disclosed,More than 1 year,https://merojob.com/mandarin-teacher-3/,"Develop and implement lesson plans to teach Mandarin language and culture.Create an interactive and engaging classroom environment.Assess students' progress through assignments, quizzes, and exams.Use innovative teaching methods to enhance language learning.Encourage students to practice speaking, listening, reading, and writing in Mandarin.Provide feedback and support to students for continuous improvement.Maintain discipline and a positive learning atmosphere in the classroom.Collaborate with fellow teachers and school management for curriculum development."
Grade Teacher,Daffodil School,"Kapan, Kathmandu",[ 1 ],Mid Level,"NRs. 55,000 Monthly",More than or equal to 1 year,https://merojob.com/grade-teacher-216/,"Plan, prepare, and deliver lessons in accordance with curriculum objectives.Assess and record students' progress and provide feedback.Create a positive learning environment conducive to intellectual and personal growth.Collaborate with colleagues and parents to support student development.Participate in professional development activities and staff meetings."
Lower Secondary Science Teacher,Daffodil School,Kapan,[ 1 ],Mid Level,"NRs. 50,000 Monthly",More than 2 years,https://merojob.com/lower-secondary-science-teacher-41/,"Plan and deliver engaging Science lessons for lower secondary students.Develop and implement lesson plans in accordance with the school curriculum.Conduct practical experiments and demonstrations to enhance learning.Assess and evaluate students’ progress through assignments, tests, and examinations.Encourage critical thinking and problem-solving skills among students.Maintain discipline and create a positive learning environment.Participate in faculty meetings, training programs, and school events.Collaborate with other teachers and staff to improve academic standards.Maintain accurate records of student performance and progress reports."
Health And Physical Teacher,Daffodil School,"Kapan, Kathmandu",[ 1 ],Mid Level,"NRs. 60,000 Monthly",More than or equal to 1 year,https://merojob.com/health-and-physical-teacher-2/,"Plan and deliver engaging lessons in health and physical education to lower secondary students.Develop curriculum materials and assessments aligned with educational standards.Create a positive and inclusive learning environment.Incorporate technology and various teaching strategies to enhance student learning.Monitor and assess student progress, providing feedback and support as needed.Collaborate with colleagues, parents, and other stakeholders to support student development.Participate in professional development activities to stay current with educational trends and best practices."
Operational Manager,Saurya krishi Company Limited,"Chitwan

                                    ,
                                
                                    Gaidakot

                                    ,
                                
                                    Nawalpur",[ 2 ],Mid Level,Not Disclosed,More than 3 years,https://merojob.com/ceo-91/,"Oversee day-to-day operations to ensure efficiency and productivity.Supervise staff recruitment, training, and performance evaluation.Implement quality control measures and ensure compliance with industry standards.Manage inventory, procurement, and supply chain processes.Monitor financial performance and operational budgets.Ensure workplace safety and adherence to environmental regulations.Coordinate with suppliers, distributors, and key stakeholders."
Hostel Warden,Sathya Sai Shiksha Sadan,"Tokha-3, Kathmandu",[ 1 ],Entry Level,"NRs. 25,000 - 35,000 Monthly",Less than or equal to 1 year,https://merojob.com/school-warden/,"Take few classes in a day.Ensure discipline and a safe living environment for hostel students.Supervise daily routines, including meals, study hours, and bedtime.Provide support and guidance to students for their overall well-being.Maintain hostel records and report any concerns to school management.Coordinate with school staff and parents as needed."
Digital Marketing Manager,Blissful Baskets,"Kupondole, Lalitpur",[ 1 ],Senior Level,Not Disclosed,More than 1 year,https://merojob.com/digital-marketing-manager-173/,"Develop and implement comprehensive digital marketing strategies to increase
brand awareness and drive online sales. Collaborate with the creative and sales teams to align marketing strategies with
business objectives.
○ Manage engaging content across all digital platforms, including social media,
email campaigns, and the company website.Ensure brand collaborations management and influencer marketing."
Staff Nurse,Nepal Cancer Hospital and Research Center (NCHRC),Location not found,[ 3 ],Entry Level,"Apr. 11, 2025 23:55
                                    (1 day, 6 hours from now)",Equal to 1 year,https://merojob.com/staff-nurse-265/,"Monitor patient status and vital signs, administer medication, and assist in treatments and procedures as prescribed by physicians.Collaborate with the healthcare team to develop and implement individualized care plans for patients.Maintain accurate and detailed patient records, ensuring confidentiality of sensitive information.Educate patients on their medical conditions, treatment plans, and post-discharge care instructions.Provide emotional support and comfort to patients and their families during difficult times.Maintain a clean, safe, and organized work environment, following all healthcare and safety protocols.Attend and actively participate in team meetings and training, staying updated on hospital policies and procedures.Adhere to nursing ethical, legal, and professional standards, promoting a positive work culture."
Sr. Assistant /Jr. Officer - HR,A Reputed Hydropower Company,"Kathmandu, Nepal",[ 1 ],Mid Level,Not Disclosed,More than 4 years,https://merojob.com/sr-assistant-jr-officer-hr/,"To manage entire recruitment process from interview to onboarding.To conduct orientation programs for new staff, introducing them to company policies, culture and procedure.To assist to identify training needs, organizing training, mapping the effectiveness and reporting. To assist on annual performance evaluations and action plan in coordination with line managers to enhance employee performance.Comparative analysis and Market research on industry salary benchmarks, and hiring trends for recruitment strategies and to attract and retain talentTo assist on developing, updating and implementing of industry trends and best HR Practices policies and procedures.To monitor and maintain HR documentation and report to Supervisor daily, weekly, monthly and annually.To maintain and analyze and keep updating on HR metrics to identify trends and areas of improvement"
Facebook Operations Specialist,Socialpulse.PTE,"Pulchowk, Lalitpur",[ 1 ],Mid Level,"NRs. 25,000 - 35,000 Monthly",More than 1 year,https://merojob.com/facebook-operations-specialist/,Develop and implement strategic Facebook posting contentManage and curate online guild resources across digital platformsMonitor and engage with community interactionsCreate and maintain a consistent social media communication strategyTrack and analyze social media performance metricsCoordinate content creation and schedulingEnsure brand messaging and tone are consistently maintainedCollaborate with team members to align social media efforts with organizational goals
Sales Executive,Tej And Karan Enterprises,"Teku ,Kathmandu",[ 1 ],Entry Level,"NRs. 20,000 - 25,000 Monthly",Not Required,https://merojob.com/sales-executive-1170/,Make new clients and follow up Provide information to the client regarding the product Convincing clients for buying vehicleDevelop and execute effective sales strategies to achieve and exceed sales targetsMonitor and analyze sales performance metrics and suggest improvementsBuild and maintain strong relationships with customers and stakeholdersManage and coordinate sales activities and operationsAnalyze customer feedback and provide insights to improve customer experience
School Coordinator,Kidzee Nepal,Baneshwor,[ 1 ],Mid Level,Not Disclosed,More than 5 years,https://merojob.com/school-coordinator-37/,"Managing all aspects of the school, including academic, administrative, and operational functions.Supervise and support teaching staff to ensure high-quality teaching and learning outcomes.Design and implement effective strategies to enhance student learning experiences and academic performance.Collaborate with the team to develop and implement school policies and procedures.Conduct regular teacher evaluations and provide constructive feedback for improvement.Oversee student discipline and ensure a safe and positive learning environment.Work closely with parents to address students' academic and behavioral issues.Stay updated with the latest trends and developments in the education industry and incorporate them into the school's curriculum."
Preschool Teacher,Kidzee Nepal,"Baneshwor

                                    ,
                                
                                    Sitapaila",[ 2 ],Mid Level,Not Disclosed,More than 3 years,https://merojob.com/preschool-teacher-46/,"Prepare long-term teaching programs in accordance with the manuals providedProvide activities and materials that engage and challenge the students intellectuallyUse different techniques and strategies to achieve student learning objectivesPlan, set and evaluate student developmentSupervise student conduct during class, playtime and other activities and breaksClassroom management (resource and student management)Undertake student appraisal and assessments"
Marketing Associate,Dochaa,"Tusal Marga, Boudha",[ 2 ],Entry Level,Not Disclosed,Less than or equal to 1 year,https://merojob.com/marketing-associate-49/,"Assist in the planning and execution of marketing campaigns, including monthly events and seasonal campaigns (e.g., Dashain, Father’s Day).Analyze and report on the effectiveness of marketing campaigns, using data to optimize performance.Support partnerships and collaborations with other brands.Engage with Dochaa’s online community by responding to comments, messages, and reviews on social media and other platforms.Support the planning of events celebrating indigenous traditions, cultures, and languages, aligning with Dochaa’s mission.Conduct market research to identify new trends, competitor activities, and customer preferences.Assist in developing marketing strategies based on insights from research.Contribute to the development of Dochaa’s brand storytelling, emphasizing the importance of sustainability, cultural preservation, and local craftsmanship.Help design and implement loyalty programs and promotional offers to enhance customer retention.Work closely with the sales, design, and operations teams to ensure alignment in brand messaging and campaign execution.Collaborate within the department to ensure consistent messaging across all communication channels (PR).Track and analyze key performance metrics, including website traffic, conversion rates, and customer engagement.Prepare regular reports on the performance of marketing initiatives, using data to recommend improvements.Organize training sessions on marketing and branding to ensure the Dochaa team stays informed about current campaigns, promotions, brand identity, and overall branding objectives."
Online Marketing Assistant,Mokshya,"Khumaltar, Lalitpur",[ 1 ],Entry Level,Not Disclosed,More than 1 year,https://merojob.com/online-marketing-assistant-3/,"Manage and update website content to ensure accuracy, consistency, and engagement.Create and curate content for social media platforms, ensuring it aligns with marketing strategies and brand voice.Assist in the execution and monitoring of online marketing campaigns.Conduct research to support marketing strategies and understand market trends.Create visually appealing marketing materials using Photoshop or other design software.Assist in the preparation of reports and presentations using MS Office Suite (Word, Excel, PowerPoint, Outlook).Ensure that all marketing tasks are completed on time, paying close attention to detail and maintaining high-quality standards.Collaborate with the marketing team to develop creative strategies and contribute ideas for marketing initiatives."
Account Assistant,Mokshya,"Khumaltar, Lalitpur",[ 1 ],Mid Level,Not Disclosed,More than 1 year,https://merojob.com/account-assistant-339/,"Assist in maintaining accurate financial records and ensure all transactions are properly recorded.Prepare and process invoices, receipts, and payments.Reconcile bank statements, accounts payable, and accounts receivable.Assist in preparing monthly, quarterly, and annual financial reports.Help with budgeting and forecasting activities.Assist with payroll processing and ensure timely payment.Handle office documentation, filing, and organizing accounting records."
