Job Title,Company,Location,No. of Openings,Job Level,Salary,Experience,Job URL,Job Description
Graphic Designer,yohoweb.com,"Bharatpur, Nepal",Not mentioned,Not mentioned,Not mentioned,Not mentioned,https://www.kumarijob.com/more-jobs/59548-graphic-designer,"Design visual content for diverse platforms such as social media, websites, and marketing collateral.Develop illustrations, logos, and other designs using software or by hand.Incorporate feedback and make necessary adjustments to designs.Collaborate with team members to ensure designs align with brand standards and meet objectives.Stay updated on industry trends and incorporate best practices into design projects."
Sales Promoter,WeFlow Agency,"Jumla, Nepal",Not mentioned,Not mentioned,Not mentioned,Not mentioned,https://www.kumarijob.com/more-jobs/59614-sales-promoter,Promote services and products to potential customers through enthusiastic engagement.Develop and maintain strong relationships with clients and customers.Identify customer needs and provide tailored solutions to enhance satisfaction.Conduct demonstrations and presentations of products to prospective clients.Assist in driving sales by actively participating in promotional events.Gather and analyze customer feedback to improve service delivery.Maintain in-depth knowledge of products and services offered.Collaborate with the marketing team to execute promotional campaigns.Meet and exceed sales targets and metrics set by management.Generate leads and follow up on prospective clients.Provide accurate and timely reports on sales activities and market conditions.Participate in team meetings to share insights and strategies.Train and support new sales staff as needed.Assist in gathering competitive market intelligence.Ensure compliance with company policies and standards.
Business Development officcer,Royal Mountain Travel- Nepal,"Kathmandu, Nepal",Not mentioned,Not mentioned,Not mentioned,Not mentioned,https://www.kumarijob.com/more-jobs/59673-business-development-officcer,"Identify and develop new business opportunities through market research and networking.Convert leads into sales by understanding client needs and offering tailored travel solutions.Conduct email correspondence with potential and existing clients in a professional and timely manner.Schedule, manage, and participate in virtual meetings with clients, travel agencies, and stakeholders.Develop and maintain relationships with corporate clients, travel agents, and partners.Assist in creating proposals, presentations, and promotional materials for business development.Collaborate with the marketing team to implement sales strategies and campaigns.Monitor industry trends and competitor activities to identify growth opportunities.Maintain accurate records of sales, client interactions, and business development activities.Achieve and exceed sales targets and contribute to the overall business growth."
Graphic Designer,Healthy Home NP,"Kathmandu, Nepal",Not mentioned,Not mentioned,Not mentioned,Not mentioned,https://www.kumarijob.com/more-jobs/59547-graphic-designer,"Graphic Design:Create visually appealing designs for digital and print, including brochures, posters, banners, social media graphics, email templates, website assets, and advertisements.Develop branding materials and ensure brand consistency across all design projects.Collaborate with the marketing team to conceptualize and execute creative campaigns.Ensure designs meet the brandâ€™s quality and guidelines while adhering to deadlines. Video Editing:Edit raw video footage into professional, polished video content for online campaigns, social media, and promotional materials.Create animations, motion graphics, 3D designs and other visual effects for videos as needed.Manage the video production process, including selecting sound effects, background music, and voice-overs, as well as color grading and video optimization for different platforms.Assist in scripting, storyboarding, and shooting video content when necessary. Collaborative Work:Collaborate with the content, marketing, and social media teams to develop multimedia content that tells a cohesive story.Stay updated with design and video editing trends to ensure fresh and modern content.Manage multiple projects simultaneously and meet tight deadlines."
Graphic Designer,yohoweb.com,"Bharatpur, Nepal",Not mentioned,Not mentioned,Not mentioned,Not mentioned,https://www.kumarijob.com/more-jobs/59548-graphic-designer,"Design visual content for diverse platforms such as social media, websites, and marketing collateral.Develop illustrations, logos, and other designs using software or by hand.Incorporate feedback and make necessary adjustments to designs.Collaborate with team members to ensure designs align with brand standards and meet objectives.Stay updated on industry trends and incorporate best practices into design projects."
UI/UX,Pace Code,"Kathmandu, Nepal",Not mentioned,Not mentioned,Not mentioned,Not mentioned,https://www.kumarijob.com/more-jobs/59549-uiux,"Create visually appealing and user-friendly designs for web and mobile applications. Collaborate with developers to ensure seamless implementation of UI/UX designs. Design marketing materials, including banners, social media graphics, and promotional assets. Develop branding elements, such as logos, typography, and color schemes. Conduct user research and usability testing to improve design effectiveness. Optimize designs for responsiveness and accessibility across devices. Stay updated with the latest design trends, tools, and best practices. Work closely with product managers and stakeholders to align designs with business goals."
Sales Promoter,WeFlow Agency,"Jumla, Nepal",Not mentioned,Not mentioned,Not mentioned,Not mentioned,https://www.kumarijob.com/more-jobs/59614-sales-promoter,Promote services and products to potential customers through enthusiastic engagement.Develop and maintain strong relationships with clients and customers.Identify customer needs and provide tailored solutions to enhance satisfaction.Conduct demonstrations and presentations of products to prospective clients.Assist in driving sales by actively participating in promotional events.Gather and analyze customer feedback to improve service delivery.Maintain in-depth knowledge of products and services offered.Collaborate with the marketing team to execute promotional campaigns.Meet and exceed sales targets and metrics set by management.Generate leads and follow up on prospective clients.Provide accurate and timely reports on sales activities and market conditions.Participate in team meetings to share insights and strategies.Train and support new sales staff as needed.Assist in gathering competitive market intelligence.Ensure compliance with company policies and standards.
Digital Marketing Manager,Bytecare Technology,"Lalitpur District, Nepal",Not mentioned,Not mentioned,Not mentioned,Not mentioned,https://www.kumarijob.com/more-jobs/59620-digital-marketing-manager,"Develop and lead digital campaigns across Meta, Google, LinkedIn, and more.Align marketing efforts with product launches, user growth, and retention goals.Manage budgets, optimize performance, and experiment with new formats/channels."
Angular Developer,EB Pearls,"Kathmandu, Nepal",Not mentioned,Not mentioned,Not mentioned,Not mentioned,https://www.kumarijob.com/more-jobs/59623-angular-developer,"Full TimeKupondole, KathmanduDeveloper"
Sales Associate,WeFlow Agency,"Kathmandu, Nepal",Not mentioned,Not mentioned,Not mentioned,Not mentioned,https://www.kumarijob.com/more-jobs/59559-sales-associate,"Greet and assist customers in the store.Provide detailed information about our products, their benefits, and usage online and offlineHelp customers choose the right products based on their needs.Handle in-store sales transactions, including cash and digital payments.Maintain the cleanliness and organization of the store.Restock shelves and ensure products are displayed attractively.Address customer queries, concerns, and feedback in a professional manner.Keep records of sales and report daily sales figures."
UI/UX,Pace Code,"Kathmandu, Nepal",Not mentioned,Not mentioned,Not mentioned,Not mentioned,https://www.kumarijob.com/more-jobs/59549-uiux,"Create visually appealing and user-friendly designs for web and mobile applications. Collaborate with developers to ensure seamless implementation of UI/UX designs. Design marketing materials, including banners, social media graphics, and promotional assets. Develop branding elements, such as logos, typography, and color schemes. Conduct user research and usability testing to improve design effectiveness. Optimize designs for responsiveness and accessibility across devices. Stay updated with the latest design trends, tools, and best practices. Work closely with product managers and stakeholders to align designs with business goals."
Sales Promoter,WeFlow Agency,"Jumla, Nepal",Not mentioned,Not mentioned,Not mentioned,Not mentioned,https://www.kumarijob.com/more-jobs/59614-sales-promoter,Promote services and products to potential customers through enthusiastic engagement.Develop and maintain strong relationships with clients and customers.Identify customer needs and provide tailored solutions to enhance satisfaction.Conduct demonstrations and presentations of products to prospective clients.Assist in driving sales by actively participating in promotional events.Gather and analyze customer feedback to improve service delivery.Maintain in-depth knowledge of products and services offered.Collaborate with the marketing team to execute promotional campaigns.Meet and exceed sales targets and metrics set by management.Generate leads and follow up on prospective clients.Provide accurate and timely reports on sales activities and market conditions.Participate in team meetings to share insights and strategies.Train and support new sales staff as needed.Assist in gathering competitive market intelligence.Ensure compliance with company policies and standards.
Digital Marketing Manager,Bytecare Technology,"Lalitpur District, Nepal",Not mentioned,Not mentioned,Not mentioned,Not mentioned,https://www.kumarijob.com/more-jobs/59620-digital-marketing-manager,"Develop and lead digital campaigns across Meta, Google, LinkedIn, and more.Align marketing efforts with product launches, user growth, and retention goals.Manage budgets, optimize performance, and experiment with new formats/channels."
Angular Developer,EB Pearls,"Kathmandu, Nepal",Not mentioned,Not mentioned,Not mentioned,Not mentioned,https://www.kumarijob.com/more-jobs/59623-angular-developer,"Full TimeKupondole, KathmanduDeveloper"
Sales Associate,WeFlow Agency,"Kathmandu, Nepal",Not mentioned,Not mentioned,Not mentioned,Not mentioned,https://www.kumarijob.com/more-jobs/59559-sales-associate,"Greet and assist customers in the store.Provide detailed information about our products, their benefits, and usage online and offlineHelp customers choose the right products based on their needs.Handle in-store sales transactions, including cash and digital payments.Maintain the cleanliness and organization of the store.Restock shelves and ensure products are displayed attractively.Address customer queries, concerns, and feedback in a professional manner.Keep records of sales and report daily sales figures."
Admissions Officer,Access Education Network,"Kathmandu, Nepal",Not mentioned,Not mentioned,Not mentioned,Not mentioned,https://www.kumarijob.com/more-jobs/59560-admissions-officer,Interpersonal Skills and Communication skillsExperience in International AdmissionsCustomer Service skillsBackground in Education CounsellingStrong problem-solving abilitiesExcellent organizational skillsAbility to work well under pressureBachelor's degree in Education or related field
Sales Promoter,WeFlow Agency,"Butwal, Nepal",Not mentioned,Not mentioned,Not mentioned,Not mentioned,https://www.kumarijob.com/more-jobs/59576-sales-promoter,Promote services and products to potential customers through enthusiastic engagement.Develop and maintain strong relationships with clients and customers.Identify customer needs and provide tailored solutions to enhance satisfaction.Conduct demonstrations and presentations of products to prospective clients.Assist in driving sales by actively participating in promotional events.Gather and analyze customer feedback to improve service delivery.Maintain in-depth knowledge of products and services offered.Collaborate with the marketing team to execute promotional campaigns.Meet and exceed sales targets and metrics set by management.Generate leads and follow up on prospective clients.Provide accurate and timely reports on sales activities and market conditions.Participate in team meetings to share insights and strategies.Train and support new sales staff as needed.Assist in gathering competitive market intelligence.Ensure compliance with company policies and standards.
Assistant Front Office Manager,Sheraton Imperial Kuala Lumpur Hotel,Nepal,Not mentioned,Not mentioned,Not mentioned,Not mentioned,https://www.kumarijob.com/more-jobs/59637-assistant-front-office-manager,"High school diploma or GED; 2 years experience in the guest services, front desk, or related professional area."
Sales Promoter,WeFlow Agency,"Butwal, Nepal",Not mentioned,Not mentioned,Not mentioned,Not mentioned,https://www.kumarijob.com/more-jobs/59576-sales-promoter,Promote services and products to potential customers through enthusiastic engagement.Develop and maintain strong relationships with clients and customers.Identify customer needs and provide tailored solutions to enhance satisfaction.Conduct demonstrations and presentations of products to prospective clients.Assist in driving sales by actively participating in promotional events.Gather and analyze customer feedback to improve service delivery.Maintain in-depth knowledge of products and services offered.Collaborate with the marketing team to execute promotional campaigns.Meet and exceed sales targets and metrics set by management.Generate leads and follow up on prospective clients.Provide accurate and timely reports on sales activities and market conditions.Participate in team meetings to share insights and strategies.Train and support new sales staff as needed.Assist in gathering competitive market intelligence.Ensure compliance with company policies and standards.
Sales Promoter,WeFlow Agency,"Jumla, Nepal",Not mentioned,Not mentioned,Not mentioned,Not mentioned,https://www.kumarijob.com/more-jobs/59614-sales-promoter,Promote services and products to potential customers through enthusiastic engagement.Develop and maintain strong relationships with clients and customers.Identify customer needs and provide tailored solutions to enhance satisfaction.Conduct demonstrations and presentations of products to prospective clients.Assist in driving sales by actively participating in promotional events.Gather and analyze customer feedback to improve service delivery.Maintain in-depth knowledge of products and services offered.Collaborate with the marketing team to execute promotional campaigns.Meet and exceed sales targets and metrics set by management.Generate leads and follow up on prospective clients.Provide accurate and timely reports on sales activities and market conditions.Participate in team meetings to share insights and strategies.Train and support new sales staff as needed.Assist in gathering competitive market intelligence.Ensure compliance with company policies and standards.
Digital Marketing Manager,Bytecare Technology,"Lalitpur District, Nepal",Not mentioned,Not mentioned,Not mentioned,Not mentioned,https://www.kumarijob.com/more-jobs/59620-digital-marketing-manager,"Develop and lead digital campaigns across Meta, Google, LinkedIn, and more.Align marketing efforts with product launches, user growth, and retention goals.Manage budgets, optimize performance, and experiment with new formats/channels."
Angular Developer,EB Pearls,"Kathmandu, Nepal",Not mentioned,Not mentioned,Not mentioned,Not mentioned,https://www.kumarijob.com/more-jobs/59623-angular-developer,"Full TimeKupondole, KathmanduDeveloper"
Sales Associate,WeFlow Agency,"Kathmandu, Nepal",Not mentioned,Not mentioned,Not mentioned,Not mentioned,https://www.kumarijob.com/more-jobs/59559-sales-associate,"Greet and assist customers in the store.Provide detailed information about our products, their benefits, and usage online and offlineHelp customers choose the right products based on their needs.Handle in-store sales transactions, including cash and digital payments.Maintain the cleanliness and organization of the store.Restock shelves and ensure products are displayed attractively.Address customer queries, concerns, and feedback in a professional manner.Keep records of sales and report daily sales figures."
Admissions Officer,Access Education Network,"Kathmandu, Nepal",Not mentioned,Not mentioned,Not mentioned,Not mentioned,https://www.kumarijob.com/more-jobs/59560-admissions-officer,Interpersonal Skills and Communication skillsExperience in International AdmissionsCustomer Service skillsBackground in Education CounsellingStrong problem-solving abilitiesExcellent organizational skillsAbility to work well under pressureBachelor's degree in Education or related field
Loan Processor,Universal Outsourcing,"Kathmandu, Nepal",Not mentioned,Not mentioned,Not mentioned,Not mentioned,https://www.kumarijob.com/more-jobs/59575-loan-processor,"Excellent interpersonal, verbal, and written English communication.Strong customer service orientation and ability to work to deadlines.High level of attention to detail and accuracy.Positive attitude and prepared to work in a team environment and meet deadlines.Problem-solving skills, including the ability to resolve unusual and complex issues and then devise actionable solutions.The ability to quickly adapt and adjust to changing situations and processes.Time management skills and prioritizing the assigned tasks.Resilience and ConsistencyAbility to work autonomously with set tasks.Knowledge of Generative AI Tools: ChatGPT, COPY.AI & othersKnowledge of Social Media Marketing: Instagram, Facebook, LinkedInInterest in Content Creation Tools: Canva, Capcut"
Assistant Front Office Manager,Sheraton Imperial Kuala Lumpur Hotel,Nepal,Not mentioned,Not mentioned,Not mentioned,Not mentioned,https://www.kumarijob.com/more-jobs/59637-assistant-front-office-manager,"High school diploma or GED; 2 years experience in the guest services, front desk, or related professional area."
Digital Marketing Manager,Bytecare Technology,"Lalitpur District, Nepal",Not mentioned,Not mentioned,Not mentioned,Not mentioned,https://www.kumarijob.com/more-jobs/59620-digital-marketing-manager,"Develop and lead digital campaigns across Meta, Google, LinkedIn, and more.Align marketing efforts with product launches, user growth, and retention goals.Manage budgets, optimize performance, and experiment with new formats/channels."
Angular Developer,EB Pearls,"Kathmandu, Nepal",Not mentioned,Not mentioned,Not mentioned,Not mentioned,https://www.kumarijob.com/more-jobs/59623-angular-developer,"Full TimeKupondole, KathmanduDeveloper"
Sales Associate,WeFlow Agency,"Kathmandu, Nepal",Not mentioned,Not mentioned,Not mentioned,Not mentioned,https://www.kumarijob.com/more-jobs/59559-sales-associate,"Greet and assist customers in the store.Provide detailed information about our products, their benefits, and usage online and offlineHelp customers choose the right products based on their needs.Handle in-store sales transactions, including cash and digital payments.Maintain the cleanliness and organization of the store.Restock shelves and ensure products are displayed attractively.Address customer queries, concerns, and feedback in a professional manner.Keep records of sales and report daily sales figures."
Admissions Officer,Access Education Network,"Kathmandu, Nepal",Not mentioned,Not mentioned,Not mentioned,Not mentioned,https://www.kumarijob.com/more-jobs/59560-admissions-officer,Interpersonal Skills and Communication skillsExperience in International AdmissionsCustomer Service skillsBackground in Education CounsellingStrong problem-solving abilitiesExcellent organizational skillsAbility to work well under pressureBachelor's degree in Education or related field
Loan Processor,Universal Outsourcing,"Kathmandu, Nepal",Not mentioned,Not mentioned,Not mentioned,Not mentioned,https://www.kumarijob.com/more-jobs/59575-loan-processor,"Excellent interpersonal, verbal, and written English communication.Strong customer service orientation and ability to work to deadlines.High level of attention to detail and accuracy.Positive attitude and prepared to work in a team environment and meet deadlines.Problem-solving skills, including the ability to resolve unusual and complex issues and then devise actionable solutions.The ability to quickly adapt and adjust to changing situations and processes.Time management skills and prioritizing the assigned tasks.Resilience and ConsistencyAbility to work autonomously with set tasks.Knowledge of Generative AI Tools: ChatGPT, COPY.AI & othersKnowledge of Social Media Marketing: Instagram, Facebook, LinkedInInterest in Content Creation Tools: Canva, Capcut"
Assistant Front Office Manager,Sheraton Imperial Kuala Lumpur Hotel,Nepal,Not mentioned,Not mentioned,Not mentioned,Not mentioned,https://www.kumarijob.com/more-jobs/59637-assistant-front-office-manager,"High school diploma or GED; 2 years experience in the guest services, front desk, or related professional area."
Project Manager,Outcode Software,"Kathmandu, Nepal",Not mentioned,Not mentioned,Not mentioned,Not mentioned,https://www.kumarijob.com/more-jobs/59696-project-manager,"General Management support across Product Delivery.Defining and guiding delivery best practices (e.g. change governance) - ensuring consistency in quality and approach.Driving continuous improvement in methods, technology choices, and skills by challenging, innovating, and evolving the status quo.Ensure that project is delivered on-time, within scope and within budget.Assist in the definition of project scope and objectives, involving all relevant internal stakeholders and ensuring technical feasibility.Develop a detailed project plan to monitor and track progress.Manage changes to the project scope and project schedule.Measure performance using appropriate project management tools and techniques.Report and escalate to management.Manage the relationship with the client and relevant stakeholders.Perform risk management to minimize potential risks.Track project performance, specifically to analyze the successful completion of short and long-term goals Skills."
Sales Promoter,WeFlow Agency,Nepal,Not mentioned,Not mentioned,Not mentioned,Not mentioned,https://www.kumarijob.com/more-jobs/59615-sales-promoter,Promote services and products to potential customers through enthusiastic engagement.Develop and maintain strong relationships with clients and customers.Identify customer needs and provide tailored solutions to enhance satisfaction.Conduct demonstrations and presentations of products to prospective clients.Assist in driving sales by actively participating in promotional events.Gather and analyze customer feedback to improve service delivery.Maintain in-depth knowledge of products and services offered.Collaborate with the marketing team to execute promotional campaigns.Meet and exceed sales targets and metrics set by management.Generate leads and follow up on prospective clients.Provide accurate and timely reports on sales activities and market conditions.Participate in team meetings to share insights and strategies.Train and support new sales staff as needed.Assist in gathering competitive market intelligence.Ensure compliance with company policies and standards.
Angular Developer,EB Pearls,"Kathmandu, Nepal",Not mentioned,Not mentioned,Not mentioned,Not mentioned,https://www.kumarijob.com/more-jobs/59623-angular-developer,"Full TimeKupondole, KathmanduDeveloper"
Sales Associate,WeFlow Agency,"Kathmandu, Nepal",Not mentioned,Not mentioned,Not mentioned,Not mentioned,https://www.kumarijob.com/more-jobs/59559-sales-associate,"Greet and assist customers in the store.Provide detailed information about our products, their benefits, and usage online and offlineHelp customers choose the right products based on their needs.Handle in-store sales transactions, including cash and digital payments.Maintain the cleanliness and organization of the store.Restock shelves and ensure products are displayed attractively.Address customer queries, concerns, and feedback in a professional manner.Keep records of sales and report daily sales figures."
Admissions Officer,Access Education Network,"Kathmandu, Nepal",Not mentioned,Not mentioned,Not mentioned,Not mentioned,https://www.kumarijob.com/more-jobs/59560-admissions-officer,Interpersonal Skills and Communication skillsExperience in International AdmissionsCustomer Service skillsBackground in Education CounsellingStrong problem-solving abilitiesExcellent organizational skillsAbility to work well under pressureBachelor's degree in Education or related field
Loan Processor,Universal Outsourcing,"Kathmandu, Nepal",Not mentioned,Not mentioned,Not mentioned,Not mentioned,https://www.kumarijob.com/more-jobs/59575-loan-processor,"Excellent interpersonal, verbal, and written English communication.Strong customer service orientation and ability to work to deadlines.High level of attention to detail and accuracy.Positive attitude and prepared to work in a team environment and meet deadlines.Problem-solving skills, including the ability to resolve unusual and complex issues and then devise actionable solutions.The ability to quickly adapt and adjust to changing situations and processes.Time management skills and prioritizing the assigned tasks.Resilience and ConsistencyAbility to work autonomously with set tasks.Knowledge of Generative AI Tools: ChatGPT, COPY.AI & othersKnowledge of Social Media Marketing: Instagram, Facebook, LinkedInInterest in Content Creation Tools: Canva, Capcut"
Assistant Front Office Manager,Sheraton Imperial Kuala Lumpur Hotel,Nepal,Not mentioned,Not mentioned,Not mentioned,Not mentioned,https://www.kumarijob.com/more-jobs/59637-assistant-front-office-manager,"High school diploma or GED; 2 years experience in the guest services, front desk, or related professional area."
Project Manager,Outcode Software,"Kathmandu, Nepal",Not mentioned,Not mentioned,Not mentioned,Not mentioned,https://www.kumarijob.com/more-jobs/59696-project-manager,"General Management support across Product Delivery.Defining and guiding delivery best practices (e.g. change governance) - ensuring consistency in quality and approach.Driving continuous improvement in methods, technology choices, and skills by challenging, innovating, and evolving the status quo.Ensure that project is delivered on-time, within scope and within budget.Assist in the definition of project scope and objectives, involving all relevant internal stakeholders and ensuring technical feasibility.Develop a detailed project plan to monitor and track progress.Manage changes to the project scope and project schedule.Measure performance using appropriate project management tools and techniques.Report and escalate to management.Manage the relationship with the client and relevant stakeholders.Perform risk management to minimize potential risks.Track project performance, specifically to analyze the successful completion of short and long-term goals Skills."
Sales Promoter,WeFlow Agency,"Butwal, Nepal",Not mentioned,Not mentioned,Not mentioned,Not mentioned,https://www.kumarijob.com/more-jobs/59576-sales-promoter,Promote services and products to potential customers through enthusiastic engagement.Develop and maintain strong relationships with clients and customers.Identify customer needs and provide tailored solutions to enhance satisfaction.Conduct demonstrations and presentations of products to prospective clients.Assist in driving sales by actively participating in promotional events.Gather and analyze customer feedback to improve service delivery.Maintain in-depth knowledge of products and services offered.Collaborate with the marketing team to execute promotional campaigns.Meet and exceed sales targets and metrics set by management.Generate leads and follow up on prospective clients.Provide accurate and timely reports on sales activities and market conditions.Participate in team meetings to share insights and strategies.Train and support new sales staff as needed.Assist in gathering competitive market intelligence.Ensure compliance with company policies and standards.
Sales Promoter,WeFlow Agency,Nepal,Not mentioned,Not mentioned,Not mentioned,Not mentioned,https://www.kumarijob.com/more-jobs/59615-sales-promoter,Promote services and products to potential customers through enthusiastic engagement.Develop and maintain strong relationships with clients and customers.Identify customer needs and provide tailored solutions to enhance satisfaction.Conduct demonstrations and presentations of products to prospective clients.Assist in driving sales by actively participating in promotional events.Gather and analyze customer feedback to improve service delivery.Maintain in-depth knowledge of products and services offered.Collaborate with the marketing team to execute promotional campaigns.Meet and exceed sales targets and metrics set by management.Generate leads and follow up on prospective clients.Provide accurate and timely reports on sales activities and market conditions.Participate in team meetings to share insights and strategies.Train and support new sales staff as needed.Assist in gathering competitive market intelligence.Ensure compliance with company policies and standards.
Sales Associate,WeFlow Agency,"Kathmandu, Nepal",Not mentioned,Not mentioned,Not mentioned,Not mentioned,https://www.kumarijob.com/more-jobs/59559-sales-associate,"Greet and assist customers in the store.Provide detailed information about our products, their benefits, and usage online and offlineHelp customers choose the right products based on their needs.Handle in-store sales transactions, including cash and digital payments.Maintain the cleanliness and organization of the store.Restock shelves and ensure products are displayed attractively.Address customer queries, concerns, and feedback in a professional manner.Keep records of sales and report daily sales figures."
Admissions Officer,Access Education Network,"Kathmandu, Nepal",Not mentioned,Not mentioned,Not mentioned,Not mentioned,https://www.kumarijob.com/more-jobs/59560-admissions-officer,Interpersonal Skills and Communication skillsExperience in International AdmissionsCustomer Service skillsBackground in Education CounsellingStrong problem-solving abilitiesExcellent organizational skillsAbility to work well under pressureBachelor's degree in Education or related field
Loan Processor,Universal Outsourcing,"Kathmandu, Nepal",Not mentioned,Not mentioned,Not mentioned,Not mentioned,https://www.kumarijob.com/more-jobs/59575-loan-processor,"Excellent interpersonal, verbal, and written English communication.Strong customer service orientation and ability to work to deadlines.High level of attention to detail and accuracy.Positive attitude and prepared to work in a team environment and meet deadlines.Problem-solving skills, including the ability to resolve unusual and complex issues and then devise actionable solutions.The ability to quickly adapt and adjust to changing situations and processes.Time management skills and prioritizing the assigned tasks.Resilience and ConsistencyAbility to work autonomously with set tasks.Knowledge of Generative AI Tools: ChatGPT, COPY.AI & othersKnowledge of Social Media Marketing: Instagram, Facebook, LinkedInInterest in Content Creation Tools: Canva, Capcut"
Assistant Front Office Manager,Sheraton Imperial Kuala Lumpur Hotel,Nepal,Not mentioned,Not mentioned,Not mentioned,Not mentioned,https://www.kumarijob.com/more-jobs/59718-assistant-front-office-manager,"High school diploma or GED; 2 years experience in the guest services, front desk, or related professional area."
Assistant Front Office Manager,Sheraton Imperial Kuala Lumpur Hotel,Nepal,Not mentioned,Not mentioned,Not mentioned,Not mentioned,https://www.kumarijob.com/more-jobs/59637-assistant-front-office-manager,"High school diploma or GED; 2 years experience in the guest services, front desk, or related professional area."
Project Manager,Outcode Software,"Kathmandu, Nepal",Not mentioned,Not mentioned,Not mentioned,Not mentioned,https://www.kumarijob.com/more-jobs/59696-project-manager,"General Management support across Product Delivery.Defining and guiding delivery best practices (e.g. change governance) - ensuring consistency in quality and approach.Driving continuous improvement in methods, technology choices, and skills by challenging, innovating, and evolving the status quo.Ensure that project is delivered on-time, within scope and within budget.Assist in the definition of project scope and objectives, involving all relevant internal stakeholders and ensuring technical feasibility.Develop a detailed project plan to monitor and track progress.Manage changes to the project scope and project schedule.Measure performance using appropriate project management tools and techniques.Report and escalate to management.Manage the relationship with the client and relevant stakeholders.Perform risk management to minimize potential risks.Track project performance, specifically to analyze the successful completion of short and long-term goals Skills."
Sales Promoter,WeFlow Agency,"Butwal, Nepal",Not mentioned,Not mentioned,Not mentioned,Not mentioned,https://www.kumarijob.com/more-jobs/59576-sales-promoter,Promote services and products to potential customers through enthusiastic engagement.Develop and maintain strong relationships with clients and customers.Identify customer needs and provide tailored solutions to enhance satisfaction.Conduct demonstrations and presentations of products to prospective clients.Assist in driving sales by actively participating in promotional events.Gather and analyze customer feedback to improve service delivery.Maintain in-depth knowledge of products and services offered.Collaborate with the marketing team to execute promotional campaigns.Meet and exceed sales targets and metrics set by management.Generate leads and follow up on prospective clients.Provide accurate and timely reports on sales activities and market conditions.Participate in team meetings to share insights and strategies.Train and support new sales staff as needed.Assist in gathering competitive market intelligence.Ensure compliance with company policies and standards.
Sales Promoter,WeFlow Agency,Nepal,Not mentioned,Not mentioned,Not mentioned,Not mentioned,https://www.kumarijob.com/more-jobs/59615-sales-promoter,Promote services and products to potential customers through enthusiastic engagement.Develop and maintain strong relationships with clients and customers.Identify customer needs and provide tailored solutions to enhance satisfaction.Conduct demonstrations and presentations of products to prospective clients.Assist in driving sales by actively participating in promotional events.Gather and analyze customer feedback to improve service delivery.Maintain in-depth knowledge of products and services offered.Collaborate with the marketing team to execute promotional campaigns.Meet and exceed sales targets and metrics set by management.Generate leads and follow up on prospective clients.Provide accurate and timely reports on sales activities and market conditions.Participate in team meetings to share insights and strategies.Train and support new sales staff as needed.Assist in gathering competitive market intelligence.Ensure compliance with company policies and standards.
Executive Assistant,WorldLink Communications,"Kathmandu, Nepal",Not mentioned,Not mentioned,Not mentioned,Not mentioned,https://www.kumarijob.com/more-jobs/59607-executive-assistant,"Manage and maintain schedules, including scheduling travel meetings and other calendar appointment, requiring interaction with both internal and external contacts.Prepare reports, collect, and analyze information; prepare presentations, record meeting discussions and provide minutes.Prepare executive responses to routine memos, letters, or correspondence..Opening, sorting, and distributing correspondence, including emails, mails, and faxes.Filter general information, queries, phone calls, invitations by determining significance; routing to appropriate personnel in a timely and efficient manner.Interact with clients when required, document complaints and report problems to Chief Executive Officer (CEO).Assist core team with creation of reports, presentations including researching, compiling, and developing necessary information and material as and when required.Liaison with staff and clients.Assist CEO in other day to day work."
Spare Parts Manager,Continental Trading Enterprises Pvt. Ltd.,"Kathmandu, Nepal",Not mentioned,Not mentioned,Not mentioned,Not mentioned,https://www.kumarijob.com/more-jobs/59572-spare-parts-manager,Not Mentioned
Assistant Front Office Manager,Sheraton Imperial Kuala Lumpur Hotel,Nepal,Not mentioned,Not mentioned,Not mentioned,Not mentioned,https://www.kumarijob.com/more-jobs/59637-assistant-front-office-manager,"High school diploma or GED; 2 years experience in the guest services, front desk, or related professional area."
Project Manager,Outcode Software,"Kathmandu, Nepal",Not mentioned,Not mentioned,Not mentioned,Not mentioned,https://www.kumarijob.com/more-jobs/59696-project-manager,"General Management support across Product Delivery.Defining and guiding delivery best practices (e.g. change governance) - ensuring consistency in quality and approach.Driving continuous improvement in methods, technology choices, and skills by challenging, innovating, and evolving the status quo.Ensure that project is delivered on-time, within scope and within budget.Assist in the definition of project scope and objectives, involving all relevant internal stakeholders and ensuring technical feasibility.Develop a detailed project plan to monitor and track progress.Manage changes to the project scope and project schedule.Measure performance using appropriate project management tools and techniques.Report and escalate to management.Manage the relationship with the client and relevant stakeholders.Perform risk management to minimize potential risks.Track project performance, specifically to analyze the successful completion of short and long-term goals Skills."
Assistant Food & Beverage Manager,Le Meridien Dania Beach at Fort Lauderdale Airport,Nepal,Not mentioned,Not mentioned,Not mentioned,Not mentioned,https://www.kumarijob.com/more-jobs/59571-assistant-food-beverage-manager,"High school diploma or GED; 3 years experience in the food and beverage, culinary, or related professional area."
